GENE,EXPRESSION
YDL060W,0.076
YAR003W,-0.075
YDL133W,0.027
YDL206W,-0.153
YDR521W,-0.369
YDR092W,0.013
YDR165W,-0.061
YDL061C,-0.335
YDL134C,-0.096
YGR030C,0.261
YPL048W,-0.246
YJL160C,-0.183
YOL069W,0.068
YFR051C,-0.100
YDR522C,-0.126
YER145C,0.647
YDR166C,0.192
YOR384W,0.130
YDR239C,0.007
YLR223C,0.476
YPL049C,-0.041
YEL040W,-0.288
YDL207W,0.145
YKL212W,-0.173
YGR103W,0.092
YER072W,-0.106
YFL020C,-0.131
YDR093W,0.001
YMR202W,-0.009
YLR150W,0.231
YDL135C,0.208
YKL213C,0.009
YGR104C,0.021
YDR523C,-0.218
YLR151C,0.280
YOR385W,-0.153
YEL041W,0.211
YDL062W,0.162
YDL208W,0.002
YHR010W,-0.294
YKL140W,-0.229
YGR031W,0.216
YJL161W,-0.448
YFR052W,0.025
YDR450W,-0.321
YER073W,0.183
YER146W,-0.163
YMR130W,-0.061
YDR167W,0.246
YPL260W,0.142
YMR203W,-0.066
YDL063C,0.093
YLR224W,0.103
YDL209C,0.265
YKL214C,0.053
YJL162C,0.129
YDR451C,0.008
YFR053C,-0.577
YDR524C,-0.075
YER147C,0.164
YMR131C,0.292
YDR095C,0.012
YPL261C,0.154
YMR204C,-0.103
YLR152C,0.325
YOR386W,-0.031
YLR225C,-0.078
YFL021W,-0.103
YEL042W,0.063
YDL136W,-0.248
YHR011W,0.013
YKL141W,0.118
YGR032W,0.077
YOR387C,-0.035
YGR105W,-0.120
YGL001C,-0.274
YER074W,-0.262
YFL022C,-0.125
YDR168W,0.011
YAR007C,0.200
YGR033C,0.110
YJL090C,0.098
YKL215C,0.057
YGR106C,-0.199
YJL163C,-0.186
YFR054C,-0.151
YER075C,0.272
YDR169C,0.165
YMR205C,-0.391
YLR153C,-0.042
YEL043W,0.122
YDL064W,-0.091
YML100W,-0.508
YDL137W,-0.073
YHR012W,-0.078
YKL142W,0.205
YOR388C,1.715
YDR452W,0.008
YDR525W,-0.058
YER148W,0.014
YDR096W,-0.009
YPL262W,0.369
YLR080W,-0.027
YDL065C,0.255
YML101C,0.000
YLR226W,0.260
YHR013C,-0.019
YJL091C,-0.119
YJL164C,-0.192
YDR453C,-0.263
YDR526C,0.062
YER076C,-0.342
YMR060C,0.296
YER149C,0.167
YDR097C,0.304
YPL190C,0.146
YPL263C,0.019
YLR154C,-0.013
YLR227C,0.054
YGL002W,-0.099
YFL023W,0.264
YEL044W,-0.190
YAR008W,0.263
YDL138W,0.000
YKL070W,-0.301
YKL143W,0.273
YKL216W,-0.781
YGR034W,-0.271
YDR380W,0.593
YGR107W,-0.280
YGL003C,-0.039
YFR055W,-0.180
YFL024C,0.069
YEL045C,0.007
YMR133W,-0.208
YMR206W,0.196
YLR081W,0.176
YAR009C,-0.228
YDL139C,0.172
YLL050C,-0.208
YKL144C,0.280
YGR035C,0.053
YJL165C,0.070
YFR056C,-0.183
YDR454C,-0.247
YER077C,0.137
YDR098C,-0.013
YPL191C,-0.101
YLR082C,0.141
YPL264C,-0.058
YOR389W,0.215
YLR155C,-0.068
YLR228C,-0.046
YML102W,0.297
YDL066W,0.050
YKL071W,-0.167
YHR014W,-0.214
YKL217W,1.512
YJL092W,0.193
YDR381W,-0.026
YGR108W,-0.250
YGL004C,-0.018
YDR527W,0.316
YNR040W,-0.014
YFL025C,-0.107
YMR061W,-0.000
YMR134W,0.232
YEL046C,0.163
YDL067C,0.103
YML103C,-0.168
YLL051C,-0.096
YJL093C,-0.007
YKL218C,-0.518
YGR036C,-0.200
YOR020C,-0.076
YGR109C,-0.747
YDR455C,0.099
YNR041C,-0.113
YER078C,0.032
YMR062C,-0.387
YPL192C,0.401
YMR135C,0.140
YLR083C,-0.000
YLR229C,-0.074
YML030W,0.199
YHR015W,-0.166
YKL072W,-0.101
YKL145W,0.146
YJL166W,-0.004
YDR382W,-0.218
YFR057W,0.410
YGL005C,0.211
YDR528W,-0.104
YDR099W,-0.034
YEL047C,-0.284
YPL265W,0.829
YMR208W,-0.072
YLR156W,0.237
YML104C,0.138
YLL052C,-0.372
YHR016C,-0.280
YJL094C,0.018
YGR037C,-0.174
YDR383C,0.060
YOR021C,-0.046
YLR440C,0.153
YDR529C,0.130
YBR200W,0.211
YMR209C,0.097
YLR084C,-0.072
YLR157C,-0.056
YFL026W,-0.653
YNL010W,-0.352
YML031W,0.087
YDL068W,0.086
YKL073W,-0.298
YKL146W,0.240
YKL219W,-0.202
YJL167W,0.014
YDR456W,-0.028
YNR042W,-0.055
YFL027C,0.059
YER079W,-0.174
YNL011C,-0.242
YMR063W,-0.196
YPL193W,0.386
YMR136W,0.065
YEL048C,-0.412
YML032C,0.199
YPL266W,0.127
YDL069C,0.012
YML105C,-0.270
YKL074C,0.002
YKL147C,0.189
YDR384C,1.221
YJL168C,0.130
YOR022C,0.099
YLR441C,0.040
YMR137C,0.143
YLR085C,0.074
YBR201W,-0.174
YLR158C,-0.043
YGL006W,-0.057
YHR017W,-0.131
YPR001W,1.077
YJL095W,0.113
YGR038W,-0.101
YDR457W,-0.044
YNR043W,-0.111
YFL028C,-0.108
YMR064W,0.170
YPL194W,0.222
YPL267W,0.334
YLL054C,-0.264
YKL075C,0.164
YHR018C,-0.689
YKL148C,0.395
YOR023C,0.125
YDR458C,0.347
YLR442C,0.118
YBR202W,0.054
YGL007W,-0.157
YNL012W,0.002
YEL049W,-0.139
YML106W,0.269
YPR002W,1.569
YBR130C,0.069
YJL096W,0.042
YGR039W,-0.237
YDR385W,-0.193
YJL169W,-0.127
YGL008C,-0.352
YNR044W,-0.174
YFL029C,0.040
YMR065W,-0.051
YNL013C,-0.280
YMR138W,0.414
YPL195W,0.038
YLR086W,0.313
YPL268W,0.130
YGR250C,-0.058
YML107C,0.100
YLR159W,0.268
YKL076C,0.079
YHR019C,-0.309
YKL149C,0.335
YPR003C,-0.229
YLR370C,-0.188
YDR459C,-0.127
YLR087C,0.075
YBR203W,-0.086
YML034W,0.139
YLL055W,0.026
YBR204C,-0.079
YJL097W,-0.039
YDR386W,0.165
YOR024W,0.178
YGL009C,0.188
YNR045W,0.119
YLR443W,-0.187
YMR066W,0.040
YMR139W,-0.038
YPL196W,-0.069
YML035C,0.024
YPL269W,0.060
YLL056C,-0.200
YPR004C,-0.153
YDR387C,-0.309
YLR444C,0.000
YMR067C,0.111
YBR131W,0.263
YBL100C,0.280
YNL014W,-0.325
YGR251W,0.188
YML108W,0.270
YKL077W,-0.011
YBR132C,0.315
YJL098W,0.331
YOR025W,-0.108
YLR371W,0.011
YNR046W,-0.057
YLR088W,-0.099
YLL057C,-0.071
YPR005C,-0.095
YGL220W,-0.226
YBR205W,-0.044
YLR089C,-0.073
YBL101C,-0.245
YNL015W,0.242
YGR252W,0.203
YML036W,-0.095
YML109W,0.735
YGL221C,-0.014
YKL078W,0.180
YBR060C,0.160
YBR133C,-0.050
YJL099W,-0.010
YOR026W,0.120
YDR388W,-0.086
YLR372W,-0.241
YLR445W,-0.377
YNR047W,0.012
YMR068W,-0.210
YPL198W,-0.286
YGR180C,-0.180
YML037C,-0.052
YGR253C,0.129
YOR310C,-0.073
YPR006C,0.697
YLR373C,-0.076
YPL199C,0.071
YBR206W,-0.125
YNL016W,0.014
YLL058W,-0.081
YGL222C,0.000
YKL079W,0.145
YBR061C,-0.021
YOR027W,0.321
YDR389W,0.110
YNR048W,0.155
YLR446W,-0.298
YHR160C,-0.078
YNL017C,-0.001
YMR069W,-0.089
YER119C-A,-0.079
YML038C,-0.017
YBL102W,-0.046
YOR311C,-0.220
YLL059C,0.058
YMR280C,0.277
YPR007C,0.200
YOR028C,-0.424
YLR374C,-0.245
YLR447C,-0.334
YCR040W,-0.521
YNR049C,0.022
YBR134W,-0.085
YBL030C,0.199
YBR207W,0.197
YNL300W,0.008
YBL103C,0.090
YGR181W,-0.122
YGR254W,-0.737
YDR020C,-0.185
YGL150C,-0.024
YGL223C,-0.016
YBR062C,0.072
YNL301C,-0.379
YBR208C,-0.056
YHR161C,0.093
YNL018C,0.302
YGR182C,-0.124
YGR255C,-0.140
YOR312C,-0.371
YAL051W,-0.129
YCR041W,-0.276
YCL010C,0.162
YBR135W,0.108
YBL104C,0.207
YGL224C,-0.168
YCR042C,-0.096
YBR063C,0.012
YPR008W,0.215
YMR281W,-0.166
YOR029W,-0.068
YLR375W,-0.100
YLR448W,-0.370
YNL019C,-0.131
YGR183C,-0.075
YBL031W,0.209
YOR313C,0.208
YMR282C,0.053
YDR021W,-0.141
YLR376C,-0.192
YGL151W,-0.112
YCL011C,-0.040
YBR136W,-0.018
YBR209W,-0.081
YJR120W,-0.120
YBL105C,0.126
YHR162W,-0.316
YGR256W,-0.089
YDR022C,-0.020
YOR240W,-0.067
YGL152C,-0.103
YCR043C,-0.211
YKR100C,-0.019
YPR009W,0.141
YNL230C,-0.100
YHR090C,0.410
YLR449W,-0.040
YGR184C,0.002
YGR257C,-0.129
YBL032W,-0.057
YAL053W,-0.217
YIL110W,-0.051
YMR283C,-0.102
YER001W,-0.227
YLR377C,0.873
YGL225W,-0.203
YBR064W,-0.046
YBR137W,0.064
YBL033C,0.212
YNL303W,-0.439
YJR121W,0.008
YBL106C,0.226
YAL054C,1.398
YHR163W,-0.038
YOR241W,-0.109
YCR044C,-0.236
YOR314W,0.005
YBR065C,-0.027
YBR138C,0.080
YNL231C,0.071
YHR091C,0.098
YHR164C,0.139
YCL012W,0.011
YGR185C,-0.141
YGR258C,0.148
YOR242C,0.160
YIL111W,-0.449
YER002W,0.349
YGL080W,0.199
YDR023W,-0.003
YGL153W,0.242
YLR378C,-0.059
YGL226W,-0.016
YKR101W,0.109
YBL034C,0.107
YNL304W,0.050
YJR122W,0.081
YBL107C,0.115
YER003C,-0.118
YGL154C,-0.048
YCR045C,-0.353
YOR315W,0.066
YBR066C,-0.080
YMR284W,-0.188
YNL305C,-0.076
YHR092C,0.335
YHR165C,0.144
YGR259C,0.042
YOR243C,-0.302
YOR316C,0.154
YAL055W,0.033
YIL112W,0.004
YMR285C,0.051
YDR024W,-0.236
YGL081W,0.093
YGL227W,0.050
YKR102W,0.192
YJR050W,0.207
YNL232W,0.197
YBR139W,-0.157
YBL035C,0.197
YJR123W,-0.289
YGR186W,0.240
YOR170W,-0.072
YCR046C,-0.195
YJR124C,-0.176
YLR379W,-0.000
YHR166C,0.192
YCL014W,0.130
YGR187C,0.283
YOR171C,0.022
YBL108W,-0.175
YAL056W,0.065
YIL040W,-0.064
YIL113W,-0.236
YER004W,0.137
YDR025W,-0.305
YGL082W,-0.010
YGL155W,-0.113
YGL228W,0.110
YKR030W,-0.052
YKR103W,0.360
YNL160W,-1.598
YNL233W,0.215
YJR051W,-0.124
YNL306W,0.053
YBL036C,0.101
YJL020C,0.102
YHR093W,-0.144
YIL114C,-0.033
YPR150W,0.060
YDR026C,0.196
YOR244W,0.302
YLR010C,0.496
YCR047C,0.215
YGL229C,-0.521
YOR317W,-0.009
YKR031C,0.070
YBR068C,-0.007
YMR286W,0.018
YJR125C,0.105
YNL307C,-0.046
YHR094C,0.311
YPR151C,0.372
YGR188C,0.360
YOR245C,-0.044
YOR318C,-0.168
YIL041W,-0.020
YMR287C,0.252
YER005W,0.014
YGL083W,-0.206
YGL156W,0.138
YOL140W,-0.057
YKR104W,-0.016
YCL016C,-0.006
YNL161W,0.058
YNL234W,-0.024
YJR052W,0.030
YJL021C,-0.046
YDR310C,0.071
YIL042C,-0.035
YIL115C,0.103
YHR167W,-0.064
YOR172W,-0.092
YGL084C,-0.093
YDR027C,0.063
YBR069C,0.586
YKR105C,-0.089
YNL235C,-0.193
YNL308C,0.328
YJR126C,0.045
YPR152C,0.212
YGR189C,-0.328
YBL037W,0.094
YOR246C,-0.084
YAL058W,-0.063
YER006W,0.011
YPL120W,0.263
YGL157W,-0.243
YLR011W,0.008
YOL141W,0.375
YCR048W,-0.194
YKR032W,-0.000
YNL162W,-0.291
YCL017C,-0.026
YJR053W,0.210
YKL001C,-0.152
YIL043C,-0.176
YHR095W,-0.399
YHR168W,-0.412
YBR280C,-0.146
YDR028C,0.164
YOR173W,-0.166
YPL121C,-0.313
YLR012C,0.105
YOR319W,0.102
YCR049C,-0.393
YKR033C,-0.520
YNL163C,-0.106
YMR288W,0.241
YJR127C,-0.046
YHR096C,0.233
YBL038W,0.152
YJL022W,0.195
YDR311W,0.098
YAL059W,0.048
YIL116W,-0.355
YER007W,-0.055
YGL085W,-0.152
YGL158W,-0.326
YOL142W,0.056
YNL090W,0.062
YKR106W,0.000
YNL236W,-0.146
YJR054W,-0.134
YNL309W,0.028
YBL039C,0.063
YJL023C,0.045
YIL044C,0.013
YIL117C,-0.520
YPR080W,-0.138
YHR169W,-0.048
YER008C,0.133
YPR153W,-0.196
YBR281C,-0.118
YOR174W,0.009
YPL122C,0.040
YOL070C,0.147
YOR247W,-0.145
YOL143C,-0.302
YNL164C,0.272
YHR097C,-0.060
YPR081C,0.062
YCL018W,-0.964
YKL002W,0.057
YOR175C,-0.307
YDR312W,0.368
YCR073W-A,-0.066
YGL086W,-0.022
YDR029W,0.030
YLR013W,0.220
YGL159W,-0.199
YNL091W,0.288
YKR034W,-0.181
YNL237W,0.134
YJR055W,0.113
YKL003C,0.042
YJR128W,-0.292
YJL024C,-0.066
YDR240C,0.070
YDR313C,0.102
YPR154W,-0.165
YPL050C,0.080
YPL123C,-0.193
YGL087C,-0.018
YLR014C,-0.001
YOR248W,-0.084
YKR035C,0.247
YJR056C,0.364
YJR129C,-0.021
YHR098C,-0.179
YPR082C,0.014
YPR155C,0.276
YOR249C,-0.004
YIL045W,-0.078
YIL118W,-0.036
YER009W,-0.245
YBR282W,0.096
YOL071W,0.027
YOL144W,0.180
YNL092W,-0.314
YNL165W,0.126
YNL238W,-0.107
YDR314C,0.149
YIL119C,-0.538
YBR283C,-0.077
YOR176W,-0.163
YOL145C,-0.046
YKR036C,0.063
YNL166C,0.327
YPR156C,-0.288
YKL004W,0.026
YOR177C,0.428
YDR241W,-0.141
YJL025W,-0.162
YIL046W,0.323
YPL051W,0.035
YGL088W,-0.286
YPL124W,0.047
YLR015W,0.299
YOL072W,0.030
YNL093W,-0.231
YNL239W,0.388
YKL005C,0.231
YJR057W,0.013
YDR315C,-0.170
YIL047C,0.014
YPR083W,0.281
YGL089C,-0.027
YOL073C,-0.091
YLR016C,-0.080
YDL210W,-0.021
YKR037C,0.047
YNL167C,0.095
YJR058C,-0.120
YOR178C,-0.137
YJL026W,-0.208
YER060W-A,-0.153
YDR242W,0.004
YDL211C,-0.082
YBR284W,-0.023
YPL052W,0.174
YPL125W,0.133
YOL146W,0.029
YNL094W,-0.031
YDR170C,0.066
YDR243C,0.036
YJL027C,-0.017
YPR084W,-0.122
YPR157W,-0.463
YPL053C,0.092
YOL147C,0.608
YNL095C,-0.115
YKR038C,0.026
YNL168C,-0.107
YPR085C,0.033
YKL006W,-0.333
YOR179C,0.120
YDR316W,0.229
YLR300W,-0.254
YIL048W,-0.093
YBR285W,-0.021
YPL126W,0.058
YLR017W,0.018
YJR059W,-0.126
YPR158W,-0.081
YPL127C,0.180
YLR018C,0.171
YOL075C,-0.072
YOL148C,0.161
YNL096C,-0.286
YDL212W,-0.108
YNL169C,-0.149
YER150W,-1.110
YKL007W,-0.086
YDR171W,-0.310
YDR244W,0.369
YJL028W,-0.120
YDR317W,-0.412
YDL140C,-0.094
YDL213C,0.149
YIL049W,-0.125
YLR301W,0.049
YBR286W,-0.118
YPL054W,0.491
YKR039W,0.479
YER151C,0.205
YKL008C,-0.379
YOR390W,-0.114
YJL029C,0.042
YLR302C,0.251
YPR086W,0.096
YPR159W,-0.219
YPL055C,0.123
YPL128C,0.078
YNL097C,0.041
YOR391C,-0.126
YDR172W,0.116
YDR245W,0.174
YDR318W,0.174
YDL214C,0.005
YBR287W,-0.268
YLR019W,-0.194
YOL076W,-0.026
YOL149W,0.228
YER152C,-0.062
YDR173C,0.078
YDR319C,-0.166
YPR087W,0.033
YBR288C,-0.139
YPL056C,0.006
YOL077C,0.404
YDL141W,0.195
YNL098C,0.050
YGR110W,0.382
YPR088C,0.011
YKL009W,0.213
YDR246W,0.152
YDL142C,-0.051
YDL215C,0.485
YLR303W,-0.464
YKL220C,-0.175
YPL129W,0.162
YDR530C,-0.091
YER153C,-0.162
YOR392W,0.219
YLR231C,-0.349
YLR304C,0.080
YPL057C,0.020
YNL099C,0.059
YGR111W,0.070
YER080W,0.157
YDR174W,-0.314
YMR210W,-0.102
YDR247W,-0.203
YDL216C,0.009
YBR289W,0.141
YOL078W,0.159
YDR175C,0.148
YDR248C,0.037
YOR393W,-0.466
YLR305C,-0.049
YPR089W,0.158
YPL058C,0.140
YDL070W,-0.021
YDL143W,0.038
YKL221W,0.087
YGR112W,0.019
YDR531W,0.018
YER081W,-0.568
YER154W,0.043
YEL050C,0.060
YMR211W,0.126
YDL071C,-0.200
YAR014C,0.102
YDL144C,0.088
YLR232W,-0.050
YDL217C,0.113
YKL222C,-0.088
YJL170C,-0.459
YOL079W,-0.711
YDR532C,0.305
YER082C,-0.041
YER155C,-0.060
YMR212C,-0.004
YDR249C,-0.158
YOR394W,-0.097
YLR160C,-0.059
YLR233C,-0.031
YGR040W,-0.145
YGR113W,0.166
YDR176W,0.254
YDL072C,-0.178
YDL145C,-0.160
YLR306W,-0.160
YPL059W,-0.096
YGR114C,0.115
YJL171C,-0.591
YDR533C,-0.817
YER083C,-0.089
YER156C,-0.137
YFL030W,0.460
YEL051W,0.066
YAR015W,-0.419
YDL218W,0.171
YHR020W,-0.121
YKL150W,0.052
YKL223W,0.363
YGR041W,-0.023
YDR460W,0.182
YMR140W,0.065
YMR213W,0.217
YDR177W,0.248
YPL270W,0.048
YLR161W,0.278
YLR234W,0.127
YLR307W,0.269
YHR021C,-0.392
YKL151C,-0.141
YKL224C,-0.005
YGR115C,0.174
YDR534C,0.887
YMR141C,-0.000
YGL010W,-0.189
YFL031W,-0.463
YEL052W,-0.151
YDL073W,-0.264
YDL146W,-0.298
YDL219W,-0.093
YGR042W,0.099
YJL172W,0.057
YDR461W,-0.659
YGL011C,0.054
YER084W,-0.260
YER157W,-0.077
YEL053C,-0.092
YMR214W,0.100
YPL271W,-0.029
YDR178W,0.088
YDL074C,0.122
YML110C,-0.223
YLR162W,-0.318
YIR001C,0.069
YLR308W,-0.022
YHR022C,-0.318
YKL152C,0.119
YGR043C,-0.140
YJL173C,0.064
YOR100C,0.734
YDR535C,-0.302
YER085C,-0.115
YER158C,-0.497
YMR142C,-0.434
YDR179C,0.012
YPL272C,0.006
YLR163C,0.165
YHR049C-A,-0.673
YLR309C,0.444
YFL032W,-0.082
YDL147W,0.173
YKL225W,-0.044
YGR116W,0.093
YDR462W,0.109
YFL033C,-0.074
YEL054C,-0.303
YLR090W,0.151
YMR215W,-0.021
YAR018C,-0.050
YDL148C,0.226
YIR002C,0.108
YGR044C,-0.217
YDR390C,-0.024
YGR117C,0.081
YER159C,0.213
YMR216C,0.018
YGL012W,-0.143
YDL075W,-0.218
YML111W,-0.053
YHR023W,0.213
YKL080W,-0.250
YKL153W,-0.698
YJL174W,-0.096
YDR463W,0.256
YGL013C,0.185
YOR101W,0.076
YDR536W,0.143
YER086W,-0.140
YMR070W,0.152
YEL055C,0.298
YMR143W,-0.466
YPL273W,-0.437
YLR091W,-0.169
YLR164W,-0.225
YDL076C,-0.053
YAR019C,0.003
YLL060C,-0.252
YLR237W,0.006
YHR024C,-0.061
YGR045C,-0.058
YDR391C,-0.435
YNR050C,0.223
YDR537C,-0.261
YMR071C,-0.170
YLR165C,0.276
YFL034W,0.124
YML112W,0.117
YIR003W,0.204
YDL149W,-0.043
YKL081W,-0.177
YKL154W,0.124
YJL175W,0.094
YGR118W,-0.253
YDR464W,0.703
YOR102W,-0.170
YER087W,-0.052
YMR144W,0.186
YPL274W,0.081
YLR092W,-0.262
YMR217W,-0.080
YDL077C,0.057
YLR238W,0.192
YKL082C,0.571
YKL155C,0.144
YJL176C,0.254
YGR119C,0.175
YOR103C,-0.191
YDR465C,-0.159
YNR051C,0.010
YER088C,-0.075
YMR145C,0.143
YMR218C,0.000
YLR093C,-0.149
YLR166C,0.071
YGL014W,-0.367
YLR239C,0.027
YEL056W,-0.018
YML113W,0.134
YLL061W,0.614
YIR004W,0.156
YHR025W,-0.256
YGR046W,0.158
YDR392W,0.276
YOR030W,-0.008
YGL015C,-0.265
YDR538W,-0.350
YNL020C,-0.130
YMR072W,-0.017
YEL057C,0.194
YPL275W,0.741
YML041C,0.094
YML114C,0.226
YDL078C,0.217
YLL062C,0.356
YPR010C,-0.129
YGR047C,0.255
YNR052C,0.074
YER089C,-0.248
YMR073C,-0.014
YMR146C,-0.050
YBR210W,-0.156
YLR094C,0.059
YFL036W,0.050
YIR005W,-0.125
YHR026W,-0.135
YKL156W,-0.265
YBR211C,0.092
YOR031W,-0.366
YJL177W,-0.364
YDR466W,0.621
YOR104W,-0.040
YLR450W,-0.251
YDR539W,-0.163
YPL276W,0.935
YDL079C,0.240
YLR167W,-0.254
YML115C,-0.022
YIR006C,-0.020
YLL063C,0.027
YHR027C,0.095
YPR011C,-0.030
YOR032C,-0.348
YJL178C,-0.136
YDR467C,-0.137
YNR053C,0.352
YMR074C,-0.220
YPL277C,0.193
YLR095C,0.141
YLR168C,-0.159
YGL016W,-0.090
YFL037W,0.023
YNL021W,0.125
YEL058W,-0.183
YML042W,-0.247
YKL084W,-0.195
YKL157W,-0.135
YGR048W,0.017
YDR394W,0.096
YOR105W,-0.109
YLR451W,-0.054
YFL038C,0.075
YNL022C,0.128
YMR147W,0.298
YML043C,0.274
YLL064C,-0.094
YHR028C,0.064
YOR033C,0.061
YDR468C,0.156
YNR054C,0.188
YLR452C,-0.507
YBR212W,0.230
YPL278C,0.074
YGL017W,0.056
YOL001W,-0.017
YEL059W,-0.133
YML116W,-0.223
YIR007W,0.028
YKL085W,0.017
YKL158W,0.021
YBR140C,0.033
YGR049W,-0.109
YJL179W,0.121
YDR395W,-0.119
YOR106W,0.187
YGL018C,0.017
YOL002C,-0.304
YFL039C,-0.160
YNL023C,0.227
YMR075W,0.085
YMR148W,0.034
YLR096W,0.083
YLR169W,0.032
YIR008C,0.109
YHR029C,-0.209
YKL159C,0.000
YPR013C,-0.080
YOR034C,-0.106
YNR055C,-0.183
YLR453C,-0.142
YBR213W,-0.439
YPL279C,-0.077
YLR097C,0.034
YGR260W,-0.045
YML117W,-0.260
YLL065W,-0.160
YBR141C,-0.028
YDR396W,0.053
YDR469W,0.053
YLR380W,-0.066
YOR107W,0.010
YOL003C,-0.146
YNL024C,-0.522
YMR149W,0.142
YGR261C,-0.312
YKL087C,0.050
YPR014C,0.032
YDR397C,0.107
YOR035C,0.038
YNR056C,-0.057
YMR077C,0.222
YBR214W,-0.238
YLR098C,-0.045
YGL019W,0.044
YML118W,0.113
YIR009W,-0.044
YGL230C,-0.377
YLR381W,-0.101
YOR108W,0.092
YLR454W,0.350
YNL025C,-0.272
YGR262C,-0.055
YPR015C,0.094
YLR382C,-0.317
YDR100W,-0.007
YNR057C,-0.123
YMR078C,0.138
YBR142W,0.102
YBR215W,0.186
YLR099C,-0.057
YOL004W,0.129
YML046W,-0.092
YML119W,-0.028
YDR101C,0.050
YGL231C,-0.045
YKL088W,0.241
YBR070C,0.093
YBR143C,-0.070
YBR216C,0.072
YDR398W,0.221
YOR036W,0.071
YOR109W,-0.119
YLR455W,0.106
YOL005C,-0.194
YGR190C,-0.117
YGR263C,-0.130
YML047C,-0.117
YOR320C,0.000
YPR016C,0.101
YNL026W,0.045
YDR102C,-0.581
YCR050C,-0.191
YKL089W,0.226
YBR144C,-0.041
YNL310C,0.000
YOR037W,-0.119
YDR399W,0.006
YLR383W,0.417
YOL006C,0.377
YLR456W,-0.264
YNR058W,-0.129
YMR079W,-0.192
YGR264C,-0.229
YAL060W,-0.048
YMR290C,0.212
YPR017C,-0.022
YOR038C,0.494
YLR384C,-0.007
YGL232W,0.178
YLR457C,0.108
YBR071W,0.005
YBR217W,0.088
YBL040C,-0.167
YHR170W,0.212
YNL027W,0.076
YGR191W,-0.129
YDR030C,0.579
YML048W,0.082
YOR321W,-0.250
YNL311C,-0.055
YBR218C,0.058
YNR059W,-0.415
YOL007C,-0.042
YGR192C,-0.570
YML049C,0.081
YOR322C,0.044
YAL061W,0.022
YLR385C,-0.241
YGL160W,-0.084
YDR103W,-0.068
YCR051W,0.105
YGL233W,0.071
YBR072W,-1.232
YBR145W,-0.228
YHR171W,-0.134
YNL028W,-0.340
YER010C,-0.149
YGR265W,-0.196
YDR104C,0.365
YGL161C,-0.070
YPR018W,0.426
YMR291W,-0.363
YJR130C,0.080
YOR039W,-0.006
YNL029C,-0.032
YGR193C,0.165
YBL041W,0.092
YOR250C,-0.018
YAL062W,-0.148
YOR323C,-0.079
YDR031W,-0.010
YGL234W,-0.451
YCR052W,0.018
YBR073W,0.086
YBR146W,0.170
YNL312W,0.028
YBL042C,0.075
YAL063C,0.186
YOL008W,-0.189
YHR172W,0.182
YGR266W,0.317
YDR032C,0.113
YDR105C,-0.034
YNL240C,0.261
YMR292W,-0.021
YPR019W,0.052
YNL313C,0.269
YLR386W,0.015
YLR459W,-0.132
YOL009C,-0.061
YHR173C,-0.057
YGR194C,-0.256
YGR267C,-0.028
YOR251C,-0.236
YOR324C,0.183
YIL120W,-0.190
YER011W,-0.077
YMR293C,-0.106
YLR387C,0.193
YGL162W,-0.203
YCR053W,-0.129
YGL235W,-0.155
YBR074W,-0.114
YCL022C,0.035
YBR147W,0.072
YJR131W,0.027
YGL163C,0.159
YGL236C,-0.040
YCR054C,-0.052
YNL241C,0.001
YDL001W,0.198
YBL043W,0.489
YGR268C,-0.075
YAL064W,-0.178
YJL100W,0.080
YIL121W,-0.386
YER012W,0.137
YDR033W,-0.857
YGL090W,0.129
YDR106W,-0.102
YDL002C,0.279
YBR075W,-0.202
YCL023C,0.099
YBR148W,-0.058
YJR132W,0.130
YNL314W,0.150
YJL101C,-0.149
YHR174W,-0.816
YGR195W,0.115
YGL091C,0.165
YDR034C,0.095
YGL164C,0.271
YOR252W,0.198
YDR107C,-0.117
YGL237C,0.127
YOR325W,-0.030
YMR294W,0.326
YNL315C,-0.016
YLR388W,-0.000
YGR196C,0.187
YOR180C,0.136
YBL044W,-0.280
YIL122W,0.072
YER013W,0.082
YMR295C,-0.312
YPL200W,0.174
YLR389C,-0.114
YBR076W,-0.369
YJR060W,0.165
YBR149W,0.112
YNL242W,0.056
YBL045C,0.118
YJR133W,0.098
YHR175W,0.061
YGR269W,-0.023
YPL201C,2.058
YOR253W,-0.194
YGL165C,0.030
YOR326W,0.510
YKR040C,-0.288
YBR077C,-0.072
YJR134C,0.317
YNL316C,-0.037
YDL003W,0.297
YCL024W,0.121
YGR197C,0.226
YOR254C,-0.170
YAL066W,-0.037
YOR327C,0.249
YJL102W,0.259
YIL050W,0.173
YIL123W,-0.104
YMR296C,-0.087
YER014W,-0.020
YGL092W,0.098
YDR035W,-0.311
YDR108W,-0.009
YGL238W,0.014
YCL025C,0.099
YNL170W,-0.149
YJR061W,0.163
YNL243W,0.096
YJL103C,0.121
YAL067C,0.461
YIL051C,-0.185
YCR024C-A,-0.268
YHR176W,-0.175
YPR160W,-0.453
YDR036C,0.246
YOR181W,-0.091
YPL202C,0.237
YLR020C,-0.099
YDR109C,0.082
YCR057C,0.149
YOL150C,-0.252
YGL239C,-0.055
YNL171C,-0.257
YNL244C,-0.208
YJR062C,-0.092
YJR135C,0.128
YDL004W,0.109
YPR161C,0.052
YBL046W,0.192
YOR182C,-0.276
YJL030W,0.080
YIL124W,-0.026
